o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:description,dcterms:date,dcterms:identifier,dcterms:relation,dcterms:alternative,dcterms:isPartOf,dcterms:spatial,bibo:citedBy,foaf:gender,foaf:firstName,foaf:lastName,foaf:birthday
4541,https://islam.zmo.de/s/westafrica/item/4541,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Rosemonde Atchadé","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909396 Q115909396",,,Journalist,Benin,,,Rosemonde,Atchade,
4542,https://islam.zmo.de/s/westafrica/item/4542,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sabin E. Loumedjinon","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909397 Q115909397",,"Sabin Loumedjinon",Journalist,Benin,,Male,Sabin,Loumedjinon,
4543,https://islam.zmo.de/s/westafrica/item/4543,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sênoudé P. Tometissi","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909100 Q115909100",,,Journalist,Benin,,,"Sênoudé P.",Tometissi,
4544,https://islam.zmo.de/s/westafrica/item/4544,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Stéphanie Nicoue","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909399 Q115909399",,,Journalist,Benin,,Female,Stéphanie,Nicoue,
4545,https://islam.zmo.de/s/westafrica/item/4545,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"A. Oladeji","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909400 Q115909400",,,Journalist,Benin,,,,Oladeji,
4546,https://islam.zmo.de/s/westafrica/item/4546,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Alassane Yaro","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909401 Q115909401",,,Journalist,Benin,,Male,Alassane,Yaro,
4547,https://islam.zmo.de/s/westafrica/item/4547,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Amrah Ibrahim","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909402 Q115909402",,,Journalist,Benin,,,Amrah,Ibrahim,
4548,https://islam.zmo.de/s/westafrica/item/4548,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Armand Hountondji","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909403 Q115909403",,,Journalist,Benin,,Male,Armand,Hountondji,
4549,https://islam.zmo.de/s/westafrica/item/4549,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Aziadomè Kogblevi","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909101 Q115909101",,,Journalist,Benin,,,Aziadomè,Kogblevi,
4550,https://islam.zmo.de/s/westafrica/item/4550,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Babylas Atinkpahoun","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909404 Q115909404",,,Journalist,Benin,,Male,Babilas,Atinkpahoun,
4551,https://islam.zmo.de/s/westafrica/item/4551,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Brigitte Tchibozo","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909405 Q115909405",,,Journalist,Benin,,Female,Brigitte,Tchibozo,
4552,https://islam.zmo.de/s/westafrica/item/4552,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Célestin Mara","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909406 Q115909406",,,Journalist,Benin,,Male,Célestin,Mara,
4553,https://islam.zmo.de/s/westafrica/item/4553,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Cheik Omar Gnangnon","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909407 Q115909407",,,Journalist,Benin,,Male,"Cheik Omar",Gnangnon,
4554,https://islam.zmo.de/s/westafrica/item/4554,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Christian Eyebiyi","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909408 Q115909408",,,Journalist,Benin,,Male,Christian,Eyebiyi,
4555,https://islam.zmo.de/s/westafrica/item/4555,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Claude d'Almeida","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909409 Q115909409",,,Journalist,Benin,,Male,Claude,d'Almeida,
4556,https://islam.zmo.de/s/westafrica/item/4556,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Cosme Arouna","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909410 Q115909410",,,Journalist,Benin,,,Cosme,Arouna,
4557,https://islam.zmo.de/s/westafrica/item/4557,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Desthonia Bigot","Journaliste à la Nation",,Q115909411,,,Journalist,Benin,,,Desthonia,Bigot,
4558,https://islam.zmo.de/s/westafrica/item/4558,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Doucis Aissi","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909102 Q115909102",,,Journalist,Benin,,,Doucis,Aissi,
4559,https://islam.zmo.de/s/westafrica/item/4559,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Eric Tchogbo","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909412 Q115909412",,,Journalist,Benin,,Male,Eric,Tchogbo,
4560,https://islam.zmo.de/s/westafrica/item/4560,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Euloge Hinvi","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909413 Q115909413",,,Journalist,Benin,,Male,Euloge,Hinvi,
4561,https://islam.zmo.de/s/westafrica/item/4561,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"François Degila","Journaliste à Ehuzu et la Nation",,"https://www.wikidata.org/wiki/Q115909414 Q115909414",,,Journalist,Benin,,Male,François,Degila,
4562,https://islam.zmo.de/s/westafrica/item/4562,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"G. da Matha","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909415 Q115909415",,,Journalist,Benin,,,,"da Matha",
4563,https://islam.zmo.de/s/westafrica/item/4563,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"G. Migan","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909416 Q115909416",,,Journalist,Benin,,,,Migan,
4564,https://islam.zmo.de/s/westafrica/item/4564,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Gervais Loko","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909417 Q115909417",,,Journalist,Benin,,Male,Gervais,Loko,
4565,https://islam.zmo.de/s/westafrica/item/4565,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Guy Tankpinou","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909418 Q115909418",,,Journalist,Benin,,Male,Guy,Tankpinou,
4566,https://islam.zmo.de/s/westafrica/item/4566,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Hermann Boko","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909419 Q115909419",,,Journalist,Benin,,Male,Hermann,Boko,
4567,https://islam.zmo.de/s/westafrica/item/4567,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Hervé Feliho","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909420 Q115909420",,,Journalist,Benin,,Male,Hervé,Feliho,
4568,https://islam.zmo.de/s/westafrica/item/4568,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Honorine Aurel Adjalla","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909421 Q115909421",,,Journalist,Benin,,Female,"Honorine Aurel",Adjalla,
4569,https://islam.zmo.de/s/westafrica/item/4569,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Ibrahim Djibril","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909422 Q115909422",,,Journalist,Benin,,Male,Ibrahim,Djibril,
4570,https://islam.zmo.de/s/westafrica/item/4570,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Immaculée Houedete","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909103 Q115909103",,,Journalist,Benin,,,Immaculée,Houedete,
4571,https://islam.zmo.de/s/westafrica/item/4571,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"J. Bibilary","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909423 Q115909423",,,Journalist,Benin,,,,Bibilary,
4572,https://islam.zmo.de/s/westafrica/item/4572,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Jean Adande","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909424 Q115909424",,,Journalist,Benin,,Male,Jean,Adande,
4573,https://islam.zmo.de/s/westafrica/item/4573,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Jockvien Tchobo","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909104 Q115909104",,,Journalist,Benin,,Male,Jockvien,Tchobo,
4574,https://islam.zmo.de/s/westafrica/item/4574,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Julien Ahossi","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909425 Q115909425",,,Journalist,Benin,,Male,Julien,Ahossi,
4575,https://islam.zmo.de/s/westafrica/item/4575,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Justin Ayelo","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909426 Q115909426",,,Journalist,Benin,,Male,Justin,Ayelo,
4576,https://islam.zmo.de/s/westafrica/item/4576,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Kouassi Sébastien Dohou","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909427 Q115909427",,,Journalist,Benin,,Male,"Kouassi Sébastien",Dohou,
4577,https://islam.zmo.de/s/westafrica/item/4577,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Latiifu Sumaanu","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909105 Q115909105",,,Journalist,Benin,,,Latiifu,Sumaanu,
4578,https://islam.zmo.de/s/westafrica/item/4578,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Léontine Adebiaye","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909428 Q115909428",,,Journalist,Benin,,Female,Léontine,Adebiaye,
4579,https://islam.zmo.de/s/westafrica/item/4579,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Louis R. Zekpa","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909429 Q115909429",,,Journalist,Benin,,Male,Louis,Zekpa,
4580,https://islam.zmo.de/s/westafrica/item/4580,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"M. Adousso","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909430 Q115909430",,,Journalist,Benin,,,,Adousso,
4581,https://islam.zmo.de/s/westafrica/item/4581,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"M. J. Adisso","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909431 Q115909431",,,Journalist,Benin,,,,Adisso,
4582,https://islam.zmo.de/s/westafrica/item/4582,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"M. Ramanou","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909432 Q115909432",,,Journalist,Benin,,,,Ramanou,
4583,https://islam.zmo.de/s/westafrica/item/4583,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mahamed Tahir","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909433 Q115909433",,,Journalist,Benin,,Male,Mahamed,Tahir,
4584,https://islam.zmo.de/s/westafrica/item/4584,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Marc Mensah","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909434 Q115909434",,,Journalist,Benin,,Male,Marc,Mensah,
4585,https://islam.zmo.de/s/westafrica/item/4585,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mathias Léandre Atignon","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909435 Q115909435",,,Journalist,Benin,,Male,"Mathias Léandre",Atignon,
4586,https://islam.zmo.de/s/westafrica/item/4586,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Maxime Babadoudou","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909436 Q115909436",,,Journalist,Benin,,Male,Maxime,Babadoudou,
4587,https://islam.zmo.de/s/westafrica/item/4587,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Meggy O. d'Almeida","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909437 Q115909437",,,Journalist,Benin,,Female,"Meggy O.",d'Almeida,
4588,https://islam.zmo.de/s/westafrica/item/4588,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Miftah Fatoke","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909106 Q115909106",,,Journalist,Benin,,,Miftah,Fatoke,
4589,https://islam.zmo.de/s/westafrica/item/4589,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Naïm-Deen Salami",,,"https://www.wikidata.org/wiki/Q115909438 Q115909438",,,,Benin,,Male,Naïm-Deen,Salami,
4590,https://islam.zmo.de/s/westafrica/item/4590,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"P. Adissoda","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909439 Q115909439",,,Journalist,Benin,,,,Adissoda,
4591,https://islam.zmo.de/s/westafrica/item/4591,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Pélagie Touko","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909441 Q115909441",,,Journalist,Benin,,,Pélagie,Touko,
4592,https://islam.zmo.de/s/westafrica/item/4592,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"R. Anani","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909442 Q115909442",,,Journalist,Benin,,,,Anani,
4593,https://islam.zmo.de/s/westafrica/item/4593,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"R. Assongba","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909443 Q115909443",,,Journalist,Benin,,,,Assongba,
4594,https://islam.zmo.de/s/westafrica/item/4594,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"R. Mansourou","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909445 Q115909445",,,Journalist,Benin,,,,Mansourou,
4595,https://islam.zmo.de/s/westafrica/item/4595,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Razack Adjatan","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909107 Q115909107",,,Journalist,Benin,,,Razack,Adjatan,
4596,https://islam.zmo.de/s/westafrica/item/4596,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Rodrigue Hodé","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909446 Q115909446",,,Journalist,Benin,,Male,Rodrigue,Hodé,
4597,https://islam.zmo.de/s/westafrica/item/4597,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"S. Mama","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909447 Q115909447",,,Journalist,Benin,,,,Mama,
4598,https://islam.zmo.de/s/westafrica/item/4598,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sébastien Lokossou","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909448 Q115909448",,,Journalist,Benin,,Male,Sébastien,Lokossou,
4599,https://islam.zmo.de/s/westafrica/item/4599,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Serge Mathias Tomondji","Journaliste à Ehuzu",,"https://www.wikidata.org/wiki/Q115909449 Q115909449",,,Journalist,Benin,,Male,"Serge Mathias",Tomondji,
4600,https://islam.zmo.de/s/westafrica/item/4600,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sonia Hadonou","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909450 Q115909450",,,Journalist,Benin,,Female,Sonia,Hadonou,
4601,https://islam.zmo.de/s/westafrica/item/4601,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Souleymane Ouattara","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909451 Q115909451",,,Journalist,Benin,,Male,Souleymane,Ouattara,
4602,https://islam.zmo.de/s/westafrica/item/4602,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Toussaint Adjatin","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909452 Q115909452",,,Journalist,Benin,,Male,Toussaint,Adjatin,
4603,https://islam.zmo.de/s/westafrica/item/4603,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"V. Akpovi","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909453 Q115909453",,,Journalist,Benin,,,,Akpovi,
4604,https://islam.zmo.de/s/westafrica/item/4604,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Victor Anagonou Baba","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909454 Q115909454",,,Journalist,Benin,,,"Victor Anagonou",Baba,
4605,https://islam.zmo.de/s/westafrica/item/4605,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Virgile Abbey","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909455 Q115909455",,,Journalist,Benin,,,Virgile,Abbey,
4606,https://islam.zmo.de/s/westafrica/item/4606,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Yves Agbannou","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909456 Q115909456",,,Journalist,Benin,,Male,Yves,Agbannou,
4607,https://islam.zmo.de/s/westafrica/item/4607,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Zakari Baba Body",,,"https://www.wikidata.org/wiki/Q115909457 Q115909457",,"Zachari Baba Body",Politician,Benin,,Male,"Zakari Baba",Body,
4608,https://islam.zmo.de/s/westafrica/item/4608,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Zalikath Chabi-Yaouré","Journaliste à la Nation",,"https://www.wikidata.org/wiki/Q115909108 Q115909108",,,Journalist,Benin,,,Zalikath,Chabi-Yaouré,
4609,https://islam.zmo.de/s/westafrica/item/4609,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Idrissou Aboubakar Lemanou",,,"https://www.wikidata.org/wiki/Q115910783 Q115910783","Mosquée centrale de Bohicon","Aboubacar Idrissou|Idrissou Aboubakari|Boukary Idrissou","Imam|Union Islamique du Bénin",Benin,,Male,"Idrissou Aboubakar",Lemanou,
4610,https://islam.zmo.de/s/westafrica/item/4610,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Gazaliou Tahirou","Imam de Cotonou",,"https://www.wikidata.org/wiki/Q115929307 Q115929307","Mosquée centrale de Cotonou Jonquet","Gazzaliou Tahirou|Gazaliou Taïrou","Imam|Union Islamique du Dahomey",Benin,,Male,Gazaliou,Tahirou,
4614,https://islam.zmo.de/s/westafrica/item/4614,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Abdul-Azeez Maruf Olayemi",,,"https://www.wikidata.org/wiki/Q115959853 Q115959853",,"Maruf Olayemi, Abdul-Azeez",Researcher,,,Male,Abdul-Azeez,"Maruf Olayemi",
4616,https://islam.zmo.de/s/westafrica/item/4616,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Kareem Olatoye",,,"https://www.wikidata.org/wiki/Q115959860 Q115959860",,"Olatoye, Kareem",Researcher,,,Male,Kareem,Olatoye,
4633,https://islam.zmo.de/s/westafrica/item/4633,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Iwona Zamkowska",,,"https://www.wikidata.org/wiki/Q115987353 Q115987353",,"Zamkowska, Iwona",Researcher,,,,Iwona,Zamkowska,
4636,https://islam.zmo.de/s/westafrica/item/4636,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Bernard Maupoil",,1944-12-15,"https://www.wikidata.org/wiki/Q55771490 Q55771490",,"Maupoil, Bernard",Researcher,France,,Male,Bernard,Maupoil,1906-11-17
4638,https://islam.zmo.de/s/westafrica/item/4638,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mahamadou Zongo",,,"https://www.wikidata.org/wiki/Q116045030 Q116045030",,"Zongo, Mahamadou",Researcher,,,Male,Mahamadou,Zongo,
4640,https://islam.zmo.de/s/westafrica/item/4640,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mounia Ait Kabboura",,,"https://www.wikidata.org/wiki/Q116056939 Q116056939",,"Ait Kabboura, Mounia",Researcher,,,Female,Mounia,"Ait Kabboura",
4641,https://islam.zmo.de/s/westafrica/item/4641,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mohamed Fadil",,,"https://www.wikidata.org/wiki/Q114338011 Q114338011",,"Fadil, Mohamed",Researcher,,,,Mohamed,Fadil,
4643,https://islam.zmo.de/s/westafrica/item/4643,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Wilfried Léandre Houngbédji",,,"https://www.wikidata.org/wiki/Q109046632 Q109046632",,,Journalist|Politician,Benin,,Male,"Wilfried Léandre",Houngbédji,
4644,https://islam.zmo.de/s/westafrica/item/4644,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Nourénou Atchadé",,,"https://www.wikidata.org/wiki/Q115597393 Q115597393",,,Politician,Benin,,Male,Nourénou,Atchadé,
4648,https://islam.zmo.de/s/westafrica/item/4648,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Rebekka Habermas",,,"https://www.wikidata.org/wiki/Q99590 Q99590",,"Habermas, Rebekka",Researcher,,,Female,Rebekka,Habermas,
4649,https://islam.zmo.de/s/westafrica/item/4649,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"David Motadel",,,"https://www.wikidata.org/wiki/Q46929899 Q46929899",,"Motadel, David",Researcher,,,Male,David,Motadel,
4933,https://islam.zmo.de/s/westafrica/item/4933,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Abdoul Gani Barry","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687892 Q116687892",,,"Journalist|Burkina 24","Burkina Faso",,,"Abdoul Gani",Barry,
4934,https://islam.zmo.de/s/westafrica/item/4934,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Abdoul Hadi Diabaté","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687893 Q116687893",,,"Journalist|Burkina 24","Burkina Faso",,,"Abdoul Hadi",Diabaté,
4935,https://islam.zmo.de/s/westafrica/item/4935,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Djamila Diallo","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687894 Q116687894",,,"Journalist|Burkina 24","Burkina Faso",,,Djamila,Diallo,
4936,https://islam.zmo.de/s/westafrica/item/4936,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Corine Guissou","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687895 Q116687895",,,"Journalist|Burkina 24","Burkina Faso",,,Corine,Guissou,
4937,https://islam.zmo.de/s/westafrica/item/4937,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Belko Kaboré","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687896 Q116687896",,,"Journalist|Burkina 24","Burkina Faso",,,Belko,Kaboré,
4938,https://islam.zmo.de/s/westafrica/item/4938,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Jules César Kaboré","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687897 Q116687897",,,"Journalist|Burkina 24","Burkina Faso",,,"Jules César",Kaboré,
4939,https://islam.zmo.de/s/westafrica/item/4939,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Maxime Kaboré","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687898 Q116687898",,,"Journalist|Burkina 24","Burkina Faso",,,Maxime,Kaboré,
4940,https://islam.zmo.de/s/westafrica/item/4940,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Merveille Kapidgou","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687899 Q116687899",,"Merveille Kapigdou","Journalist|Burkina 24","Burkina Faso",,,Merveille,Kapidgou,
4941,https://islam.zmo.de/s/westafrica/item/4941,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Irmine Kinda","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687900 Q116687900",,,"Journalist|Burkina 24","Burkina Faso",,,Irmine,Kinda,
4942,https://islam.zmo.de/s/westafrica/item/4942,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Noufou Kindo","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687901 Q116687901",,,"Journalist|Burkina 24","Burkina Faso",,,Noufou,Kindo,
4943,https://islam.zmo.de/s/westafrica/item/4943,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Oui Koeta","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687902 Q116687902",,"Oui Koueta","Journalist|Burkina 24","Burkina Faso",,,Oui,Koeta,
4944,https://islam.zmo.de/s/westafrica/item/4944,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Aimé Kpoda","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687903 Q116687903",,,"Journalist|Burkina 24","Burkina Faso",,,Aimé,Kpoda,
4945,https://islam.zmo.de/s/westafrica/item/4945,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Dieudonné Lakoandé","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687904 Q116687904",,,"Journalist|Burkina 24","Burkina Faso",,,Dieudonné,Lakoandé,
4946,https://islam.zmo.de/s/westafrica/item/4946,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Boureima Lankoandé","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687905 Q116687905",,,"Journalist|Burkina 24","Burkina Faso",,,Boureima,Lankoandé,
4947,https://islam.zmo.de/s/westafrica/item/4947,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mouniratou Lougue","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687906 Q116687906",,,"Journalist|Burkina 24","Burkina Faso",,,Mouniratou,Lougue,
4948,https://islam.zmo.de/s/westafrica/item/4948,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Ignace Ismaël Nabole","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687907 Q116687907",,,"Journalist|Burkina 24","Burkina Faso",,,"Ignace Ismaël",Nabole,
4949,https://islam.zmo.de/s/westafrica/item/4949,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Ali Nana","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687908 Q116687908",,,"Journalist|Burkina 24","Burkina Faso",,,Ali,Nana,
4950,https://islam.zmo.de/s/westafrica/item/4950,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Issouf Nassa","Journaliste à Burkina 24",,"https://www.wikidata.org/wiki/Q116687909 Q116687909",,,"Journalist|Burkina 24","Burkina Faso",,,Issouf,Nassa,
