o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:description,dcterms:identifier,dcterms:relation,dcterms:alternative,dcterms:isPartOf,bibo:citedBy,bibo:pages,geonames:lat,geonames:long
12880,https://islam.zmo.de/s/westafrica/item/12880,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,"Mosquée centrale Médine II d'Agori Plateau",,,"Moutawakil Boukari Malik",,Mosque|Abomey-Calavi|Benin,,,6.4327785,2.3442182
13022,https://islam.zmo.de/s/westafrica/item/13022,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Adjengré,,"https://www.wikidata.org/wiki/Q118125902 Q118125902",,,Togo,,,,
13023,https://islam.zmo.de/s/westafrica/item/13023,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Amlamé,,"https://www.wikidata.org/wiki/Q2080085 Q2080085",,,Togo,,,7.4605555555556,0.90305555555556
13024,https://islam.zmo.de/s/westafrica/item/13024,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Aného,,"https://www.wikidata.org/wiki/Q1018574 Q1018574",,,Togo,,,6.2288888888889,1.5930555555556
13025,https://islam.zmo.de/s/westafrica/item/13025,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Anié,,"https://www.wikidata.org/wiki/Q550978 Q550978",,,Togo,,,7.76111111,1.19166667
13026,https://islam.zmo.de/s/westafrica/item/13026,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Assoli,,"https://www.wikidata.org/wiki/Q3910155 Q3910155",,,Togo,,,9.35,1.2666666666667
13027,https://islam.zmo.de/s/westafrica/item/13027,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Atakpamé,,"https://www.wikidata.org/wiki/Q126124 Q126124",,,Togo,,,7.5269444444444,1.1266666666667
13028,https://islam.zmo.de/s/westafrica/item/13028,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Badou,,"https://www.wikidata.org/wiki/Q2878806 Q2878806",,,Togo,,,7.584327,0.606651
13029,https://islam.zmo.de/s/westafrica/item/13029,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Bafilo,,"https://www.wikidata.org/wiki/Q618060 Q618060",,,Togo,,,9.35,1.26666667
13030,https://islam.zmo.de/s/westafrica/item/13030,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Bassar,,"https://www.wikidata.org/wiki/Q810474 Q810474",,,Togo,,,9.25,0.78333333333333
13031,https://islam.zmo.de/s/westafrica/item/13031,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Biankouri,,"https://www.wikidata.org/wiki/Q2900852 Q2900852",,,Togo,,,11.019444444444,0.054722222222222
13032,https://islam.zmo.de/s/westafrica/item/13032,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,"Sacred Heart Cathedral|Cathédrale du Sacré-Cœur de Lomé",,"https://www.wikidata.org/wiki/Q766138 Q766138",,,Togo,,,6.12486111,1.22627778
13033,https://islam.zmo.de/s/westafrica/item/13033,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Cinkassé,,"https://www.wikidata.org/wiki/Q3910163 Q3910163",,,Togo,,,11.096876,0.016393
13034,https://islam.zmo.de/s/westafrica/item/13034,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Dapaong,,"https://www.wikidata.org/wiki/Q970904 Q970904",,,Togo,,,10.866666666667,0.2
13035,https://islam.zmo.de/s/westafrica/item/13035,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Galangachi,,"https://www.wikidata.org/wiki/Q3094486 Q3094486",,,Togo,,,10.4169843,0.3560076
13036,https://islam.zmo.de/s/westafrica/item/13036,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Gando,,"https://www.wikidata.org/wiki/Q3095099 Q3095099",,,Togo,,,10.3257,0.749044
13037,https://islam.zmo.de/s/westafrica/item/13037,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Kandé,,"https://www.wikidata.org/wiki/Q168824 Q168824",,,Togo,,,9.9563888888889,1.0463888888889
13038,https://islam.zmo.de/s/westafrica/item/13038,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Kara,,"https://www.wikidata.org/wiki/Q860729 Q860729",,,Togo,,,9.5488888888889,1.1905555555556
13039,https://islam.zmo.de/s/westafrica/item/13039,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Kéran,,"https://www.wikidata.org/wiki/Q3408886 Q3408886",,,Togo,,,10.083333333333,1
13040,https://islam.zmo.de/s/westafrica/item/13040,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Kétao,,"https://www.wikidata.org/wiki/Q3195592 Q3195592",,,Togo,,,9.6611111111111,1.3113888888889
13041,https://islam.zmo.de/s/westafrica/item/13041,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Kpagouda,,"https://www.wikidata.org/wiki/Q16650743 Q16650743",,,Togo,,,9.75,1.3166666666666667
13042,https://islam.zmo.de/s/westafrica/item/13042,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Kpalimé,,"https://www.wikidata.org/wiki/Q995413 Q995413",,Palimé,Togo,,,6.91,0.62805555555556
13043,https://islam.zmo.de/s/westafrica/item/13043,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Kparatao,,"https://www.wikidata.org/wiki/Q118128878 Q118128878",,,Togo,,,,
13044,https://islam.zmo.de/s/westafrica/item/13044,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Mango,,"https://www.wikidata.org/wiki/Q1392195 Q1392195",,Sansanné-Mango,Togo,,,10.355555555556,0.47555555555556
13045,https://islam.zmo.de/s/westafrica/item/13045,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Niamtougou,,"https://www.wikidata.org/wiki/Q201342 Q201342",,,Togo,,,9.7666666666667,1.1
13046,https://islam.zmo.de/s/westafrica/item/13046,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Notsé,,"https://www.wikidata.org/wiki/Q3173182 Q3173182",,,Togo,,,6.948333333333333,1.1680555555555556
13047,https://islam.zmo.de/s/westafrica/item/13047,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Pya,,"https://www.wikidata.org/wiki/Q1707727 Q1707727",,,Togo,,,9.65194444,1.13638889
13048,https://islam.zmo.de/s/westafrica/item/13048,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Sarakawa,,"https://www.wikidata.org/wiki/Q119960328 Q119960328",,,Togo,,,9.6218425,0.9866713
13049,https://islam.zmo.de/s/westafrica/item/13049,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Sokodé,,"https://www.wikidata.org/wiki/Q845097 Q845097",,,Togo,,,8.9833333333333,1.1333333333333
13050,https://islam.zmo.de/s/westafrica/item/13050,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Sotouboua,,"https://www.wikidata.org/wiki/Q8841307 Q8841307",,,Togo,,,8.56667,0.983333
13051,https://islam.zmo.de/s/westafrica/item/13051,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Tabligbo,,"https://www.wikidata.org/wiki/Q2528080 Q2528080",,,Togo,,,6.5833333333333,1.5
13052,https://islam.zmo.de/s/westafrica/item/13052,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Tchamba,,"https://www.wikidata.org/wiki/Q2711981 Q2711981",,,Togo,,,9.0333333333333,1.4166666666667
13053,https://islam.zmo.de/s/westafrica/item/13053,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Tchaoudjo,,"https://www.wikidata.org/wiki/Q3910188 Q3910188",,,Togo,,,8.98333333,1.13333333
13054,https://islam.zmo.de/s/westafrica/item/13054,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Tsévié,,"https://www.wikidata.org/wiki/Q2060202 Q2060202",,,Togo,,,6.4333333333333,1.2166666666667
13055,https://islam.zmo.de/s/westafrica/item/13055,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Vogan,,"https://www.wikidata.org/wiki/Q2740491 Q2740491",,,Togo,,,6.3333333333333,1.5333333333333
13075,https://islam.zmo.de/s/westafrica/item/13075,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,"Maison du RPT",,,,,Togo,,,,
13076,https://islam.zmo.de/s/westafrica/item/13076,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,"Lycée de Tokoin",,,,,Togo,,,,
13077,https://islam.zmo.de/s/westafrica/item/13077,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,"Grande mosquée de Lomé",,,,,Togo,,,,
13078,https://islam.zmo.de/s/westafrica/item/13078,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,"Centre Culturel Islamique de Lomé II",,,,"CCI|Centre Culturel Islamique",Togo,,,,
13082,https://islam.zmo.de/s/westafrica/item/13082,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Blitta,,"https://www.wikidata.org/wiki/Q15075944 Q15075944",,,Togo,,,8.31667,0.983333
13083,https://islam.zmo.de/s/westafrica/item/13083,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Riyadh|Riyad,,"https://www.wikidata.org/wiki/Q3692 Q3692",,,"Saudi Arabia",,,24.65,46.71
13084,https://islam.zmo.de/s/westafrica/item/13084,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,13085,https://islam.zmo.de/files/original/0c90cb9fc5c1c2543094610b6cac290fd16ea692.png,"North Korea|Corée du Nord",,"https://www.wikidata.org/wiki/Q423 Q423",,"Democratic People's Republic of Korea|République populaire démocratique de Corée",,,,40,127
13086,https://islam.zmo.de/s/westafrica/item/13086,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Kloto,,"https://www.wikidata.org/wiki/Q3408917 Q3408917",,,Togo,,,7.083333,0.75
13087,https://islam.zmo.de/s/westafrica/item/13087,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,,,,Kozah,,"https://www.wikidata.org/wiki/Q3910171 Q3910171",,,Togo,,,9.583333,1.166667
