o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:creator,dcterms:subject,dcterms:description,dcterms:publisher,dcterms:contributor,dcterms:date,dcterms:source,dcterms:language,dcterms:rights,dcterms:extent,dcterms:medium,dcterms:isPartOf,dcterms:spatial,dcterms:rightsHolder,bibo:content,bibo:issue,bibo:volume,fabio:hasURL
12847,https://islam.zmo.de/s/westafrica/item/12847,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12864,,"Qu'est ce que le Hajj et qu'est ce que la Oumra ?",,,,"Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2022-07-03,,French,"In Copyright - Educational Use Permitted",PT4M49S,,,Benin,,,,,https://www.youtube.com/watch?v=clQf9bpblUI
12848,https://islam.zmo.de/s/westafrica/item/12848,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12865,,"Les différentes catégories de jeûne",,,,"Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2023-03-23,,French,"In Copyright - Educational Use Permitted",PT5M42S,,,Benin,,,,,https://www.youtube.com/watch?v=H7k3MzZK11k
12849,https://islam.zmo.de/s/westafrica/item/12849,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12866,,"Ramadan 23   2   SD 480 p",,,,"Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2023-03-26,,French,"In Copyright - Educational Use Permitted",PT12M2S,,,Benin,,,,,https://www.youtube.com/watch?v=c_4szN_0MTc
12850,https://islam.zmo.de/s/westafrica/item/12850,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12867,,"HAJJ ET OUMRA : QUELLES SONT LES CONDITIONS D'OBLICATION ?",,,"LA OUMRA EST-ELLEOBLIGATOIRE TOUT COMME LE HAJJ ET QUELLES SONT LES CONDITIONS D'OBLIGATION DUHAJJ ET DE LA OUMRA ?","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2022-07-06,,French,"In Copyright - Educational Use Permitted",PT9M20S,,,Benin,,,,,https://www.youtube.com/watch?v=NIKAjApQkss
12851,https://islam.zmo.de/s/westafrica/item/12851,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12868,,"LE HAJJ ET APRÈS ?",,,"LE HAJJ ET APRÈS ?
par Oustaz Moubarakou SALAMI","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2022-07-14,,French,"In Copyright - Educational Use Permitted",PT13M20S,,,Benin,,,,,https://www.youtube.com/watch?v=BDh5ezDpmOI
12852,https://islam.zmo.de/s/westafrica/item/12852,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12869,,"Le mois de Ramadan : Définition et Origine",,,"Le mois de Ramadan : Définition et Origine
Par Abdel Kamel CHANOU","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2023-04-04,,French,"In Copyright - Educational Use Permitted",PT12M37S,,,Benin,,,,,https://www.youtube.com/watch?v=E4ldqGuyr6s
12853,https://islam.zmo.de/s/westafrica/item/12853,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12870,,"Comment établir la vision du croissant lunaire ?",,,"Comment établir la vision du croissant lunaire (Abdoul Wassiou ILYAS)","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2023-04-01,,French,"In Copyright - Educational Use Permitted",PT16M42S,,,Benin,,,,,https://www.youtube.com/watch?v=X_BlUWnGWHM
12854,https://islam.zmo.de/s/westafrica/item/12854,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12871,,"Quelles sont les mesures à prendre lors du pélérinage ?",,,"Quelles sont les mesures à prendre lors du pélérinage ?","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2022-07-07,,French,"In Copyright - Educational Use Permitted",PT10M50S,,,Benin,,,,,https://www.youtube.com/watch?v=hIpvQfsfWcY
12855,https://islam.zmo.de/s/westafrica/item/12855,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12872,,"Journée des Sciences Islamiques 2016 Vol 1/2",,,"La communauté musulmane du Bénin face à la problématique du terrorisme","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2018-05-02,,French,"In Copyright - Educational Use Permitted",PT54M52S,,,Benin,,,,,https://www.youtube.com/watch?v=E3E1u939vVY
12856,https://islam.zmo.de/s/westafrica/item/12856,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12873,,"Debat Cotonou 14 01 2017 Vol 3/3",,,"La lutte contre la corruption : condition spirituelle pour un développement réussi des nations.","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2018-04-30,,French,"In Copyright - Educational Use Permitted",PT1H20M49S,,,Benin,,,,,https://www.youtube.com/watch?v=VL0RA13bO0Y
12857,https://islam.zmo.de/s/westafrica/item/12857,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12874,,"QUELLE MÉTHODE PERMET DE CONNAITRE AVEC CERTITUDE LE COMMENCEMENT DE CHAQUE MOIS LUNAIRE ?",,,"QUELLE MÉTHODE PERMET DE CONNAITRE AVEC CERTITUDE LE COMMENCEMENT DE CHAQUE MOIS LUNAIRE ?","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2022-04-17,,French,"In Copyright - Educational Use Permitted",PT8M54S,,,Benin,,,,,https://www.youtube.com/watch?v=NXmks7I3pbg
12858,https://islam.zmo.de/s/westafrica/item/12858,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12875,,"Debat Cotonou 14 01 2017 Vol 2/3",,,"La lutte contre la corruption : condition spirituelle pour un développement réussi des nations.","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2018-04-30,,French,"In Copyright - Educational Use Permitted",PT1H30M52S,,,Benin,,,,,https://www.youtube.com/watch?v=lveFUIdYKmI
12859,https://islam.zmo.de/s/westafrica/item/12859,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12876,,"Pourquoi le Stationnement à ARAFA ?",,,"Pourquoi le Stationnement à ARAFA ?
Pourquoi le déferlement de ARAFA à MUZDALIFA ?
Que fait-on à MINA ?","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2022-07-07,,French,"In Copyright - Educational Use Permitted",PT30M7S,,,Benin,,,,,https://www.youtube.com/watch?v=0HSJYrZJnYI
12860,https://islam.zmo.de/s/westafrica/item/12860,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12877,,"Debat Cotonou 14 01 2017  Vol 1/3",,,"La lutte contre la corruption : condition spirituelle pour un développement réussi des nations.","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2018-04-30,,French,"In Copyright - Educational Use Permitted",PT1H32M18S,,,Benin,,,,,https://www.youtube.com/watch?v=c6GBhVnMx_A
12861,https://islam.zmo.de/s/westafrica/item/12861,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12878,,"Journée des Sciences Islamiques 2016 Vol 2/2",,,"La communauté musulmane du Bénin face à la problématique du terrorisme","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2018-05-02,,French,"In Copyright - Educational Use Permitted",PT57M7S,,,Benin,,,,,https://www.youtube.com/watch?v=gZbRL3wsuH0
12862,https://islam.zmo.de/s/westafrica/item/12862,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12879,,"Zakat El Fitr",,,"Zakat El Fitr
Par Abdoul Wahab ALAO","Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2023-04-21,,French,"In Copyright - Educational Use Permitted",PT10M25S,,,Benin,,,,,https://www.youtube.com/watch?v=uVLnj8zLD5U
